OTU_ID	k	p	c	o	f	g	s
OTU_7171	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7178	d:Fungi						
OTU_7181	d:Fungi						
OTU_7173	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales			
OTU_7158	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Bionectriaceae	g:Bionectria	s:Clonostachys_rosea_f_catenulata
OTU_7182	d:Fungi						
OTU_7177	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_7180	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7183	d:Fungi						
OTU_7186	d:Fungi						
OTU_7179	d:Fungi	p:Ascomycota					
OTU_7188	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_7167	d:Fungi						
OTU_7184	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Lecanorales	f:Ramalinaceae	g:Bacidina	s:Bacidina_sulphurella
OTU_7191	d:Fungi	p:Basidiomycota					
OTU_7189	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis		
OTU_7190	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis		
OTU_7195	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7187	d:Fungi						
OTU_7192	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae		
OTU_7193	d:Fungi	p:Ascomycota					
OTU_7198	d:Fungi						
OTU_7194	d:Fungi						
OTU_7199	d:Fungi						
OTU_7200	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7197	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetes_Incertae_sedis	f:Sordariomycetes_Incertae_sedis	g:Myrmecridium	s:Myrmecridium_schulzeri
OTU_7201	d:Fungi	p:Ascomycota					
OTU_7185	d:Fungi						
OTU_7202	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	s:Ceratobasidium_sp_AG_Bo
OTU_7204	d:Fungi						
OTU_7205	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Phaeomoniella	s:Phaeomoniella_effusa
OTU_7209	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae		
OTU_7203	d:Fungi						
OTU_7196	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_7212	d:Fungi						
OTU_7206	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	
OTU_7210	d:Fungi						
OTU_7213	d:Fungi	p:Ascomycota					
OTU_7208	d:Fungi	p:Ascomycota					
OTU_7217	d:Fungi	p:Ascomycota					
OTU_7211	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiomycetidae_Incertae_sedis	f:Exobasidiomycetidae_Incertae_sedis	g:Acaromyces	s:Acaromyces_ingoldii
OTU_7218	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7216	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_infula
OTU_7215	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Amphisphaeriaceae	g:Morinia	s:Morinia_longiappendiculata
OTU_7226	d:Fungi	p:Basidiomycota	c:Ustilaginomycotina_Incertae_sedis	o:Malasseziales	f:Malasseziales_Incertae_sedis	g:Malassezia	s:Malassezia_globosa
OTU_7220	d:Fungi	p:Ascomycota					
OTU_7225	d:Fungi						
OTU_7223	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae		
OTU_7214	d:Fungi	p:Ascomycota					
OTU_7221	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_7228	d:Fungi						
OTU_7229	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	
OTU_7222	d:Fungi	p:Basidiomycota					
OTU_7207	d:Fungi						
OTU_7230	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Sclerostagonospora	s:Sclerostagonospora_sp_CBS_118152
OTU_7231	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pluteaceae	g:Pluteus	
OTU_7227	d:Fungi	p:Ascomycota					
OTU_7232	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Capronia	s:Capronia_pilosella
OTU_7224	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7236	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_7237	d:Fungi						
OTU_7238	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_7240	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Typhulaceae	g:Typhula	s:Typhula_maritima
OTU_7233	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis		
OTU_7219	d:Fungi						
OTU_7234	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Microascales	f:Microascaceae		
OTU_7241	d:Fungi						
OTU_7245	d:Fungi						
OTU_7239	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae		
OTU_7246	d:Fungi	p:Ascomycota					
OTU_7247	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Exophiala	s:Exophiala_opportunistica
OTU_7235	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Phialophora	s:Phialophora_hyalina
OTU_7243	d:Fungi						
OTU_7249	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	
OTU_7248	d:Fungi	p:Ascomycota					
OTU_7250	d:Fungi						
OTU_7256	d:Fungi						
OTU_7253	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7255	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7254	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiales	f:Exobasidiaceae	g:Exobasidium	
OTU_7244	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_7258	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Neosetophoma	s:Neosetophoma_samarorum
OTU_7242	d:Fungi						
OTU_7252	d:Fungi	p:Basidiomycota					
OTU_7257	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_7259	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Hyphoderma	s:Hyphoderma_puberum
OTU_7266	d:Fungi	p:Ascomycota					
OTU_7262	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Phoma	s:Phoma_radicina
OTU_7251	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Phialophora	s:Phialophora_cyclaminis
OTU_7267	d:Fungi						
OTU_7263	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_7261	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_7269	d:Fungi	p:Zygomycota	c:Kickxellomycotina_Incertae_sedis	o:Kickxellales	f:Kickxellaceae	g:Coemansia	s:Coemansia_pectinata
OTU_7265	d:Fungi	p:Ascomycota					
OTU_7270	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_7268	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_ferulica
OTU_7272	d:Fungi						
OTU_7264	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_7273	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae		
OTU_7275	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_abortivum
OTU_7271	d:Fungi						
OTU_7279	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7274	d:Fungi						
OTU_7277	d:Fungi	p:Basidiomycota					
OTU_7282	d:Fungi						
OTU_7278	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_7284	d:Fungi						
OTU_7285	d:Fungi						
OTU_7283	d:Fungi						
OTU_7281	d:Fungi	p:Ascomycota					
OTU_7286	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales			
OTU_7260	d:Fungi	p:Ascomycota					
OTU_7280	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Pseudocercosporella	s:Pseudocercosporella_sp_XXIV_Pseudocercosporella_sp_RH1
OTU_7289	d:Fungi						
OTU_7288	d:Fungi						
OTU_7287	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7293	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Chaetothyriales_Incertae_sedis	g:Strelitziana	
OTU_7296	d:Fungi						
OTU_7276	d:Fungi	p:Ascomycota					
OTU_7290	d:Fungi						
OTU_7298	d:Fungi						
OTU_7297	d:Fungi						
OTU_7295	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Nemania	s:Nemania_diffusa
OTU_7291	d:Fungi	p:Basidiomycota					
OTU_7300	d:Fungi						
OTU_7303	d:Fungi						
OTU_7302	d:Fungi	p:Ascomycota					
OTU_7299	d:Fungi						
OTU_7306	d:Fungi						
OTU_7292	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporaceae	g:Diversispora	s:Diversispora_celata
OTU_7307	d:Fungi						
OTU_7304	d:Fungi						
OTU_7309	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7294	d:Fungi						
OTU_7311	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Melanconidaceae	g:Melanconiella	s:Melanconiella_elegans
OTU_7308	d:Fungi						
OTU_7305	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_7313	d:Fungi						
OTU_7314	d:Fungi						
OTU_7315	d:Fungi						
OTU_7310	d:Fungi						
OTU_7312	d:Fungi	p:Ascomycota					
OTU_7316	d:Fungi						
OTU_7320	d:Fungi						
OTU_7321	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7318	d:Fungi						
OTU_7322	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae	g:Teratosphaeria	s:Teratosphaeria_capensis
OTU_7323	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales			
OTU_7326	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7325	d:Fungi						
OTU_7328	d:Fungi						
OTU_7329	d:Fungi						
OTU_7327	d:Fungi						
OTU_7301	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_7333	d:Fungi						
OTU_7317	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	
OTU_7332	d:Fungi						
OTU_7335	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_7319	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_Incertae_sedis	g:Candida	
OTU_7334	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Cordycipitaceae	g:Engyodontium	s:Engyodontium_album
OTU_7331	d:Fungi	p:Basidiomycota					
OTU_7336	d:Fungi						
OTU_7337	d:Fungi						
OTU_7341	d:Fungi	p:Ascomycota					
OTU_7342	d:Fungi						
OTU_7343	d:Fungi						
OTU_7338	d:Fungi						
OTU_7344	d:Fungi						
OTU_7324	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Torula	s:Torula_caligans
OTU_7330	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_7340	d:Fungi	p:Ascomycota					
OTU_7346	d:Fungi						
OTU_7345	d:Fungi						
OTU_7348	d:Fungi						
OTU_7347	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Elaphomycetaceae	g:Elaphomyces	s:Elaphomyces_muricatus
OTU_7339	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Pyrenochaeta	s:Pyrenochaeta_sp_CF_2008
OTU_7353	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes	o:Ustilaginales	f:Ustilaginaceae	g:Sporisorium	
OTU_7349	d:Fungi						
OTU_7355	d:Fungi						
OTU_7352	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7354	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Didymella	
OTU_7356	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Dissoconium	s:Dissoconium_aciculare
OTU_7359	d:Fungi						
OTU_7351	d:Fungi	p:Ascomycota					
OTU_7361	d:Fungi						
OTU_7362	d:Fungi						
OTU_7357	d:Fungi						
OTU_7364	d:Fungi						
OTU_7367	d:Fungi						
OTU_7358	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_7365	d:Fungi						
OTU_7350	d:Fungi						
OTU_7368	d:Fungi	p:Basidiomycota					
OTU_7370	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae		
OTU_7371	d:Fungi						
OTU_7372	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7363	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_7375	d:Fungi						
OTU_7376	d:Fungi						
OTU_7373	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Apiosporaceae	g:Arthrinium	s:Arthrinium_arundinis
OTU_7374	d:Fungi						
OTU_7360	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_7369	d:Fungi						
OTU_7377	d:Fungi						
OTU_7378	d:Fungi						
OTU_7379	d:Fungi						
OTU_7366	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae		
OTU_7380	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7381	d:Fungi						
OTU_7385	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae		
OTU_7387	d:Fungi						
OTU_7384	d:Fungi						
OTU_7382	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_7388	d:Fungi						
OTU_7386	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_hordea
OTU_7389	d:Fungi						
OTU_7390	d:Fungi						
OTU_7391	d:Fungi						
OTU_7392	d:Fungi						
OTU_7395	d:Fungi						
OTU_7396	d:Fungi						
OTU_7394	d:Fungi						
OTU_7397	d:Fungi	p:Ascomycota					
OTU_7399	d:Fungi						
OTU_7400	d:Fungi						
OTU_7401	d:Fungi						
OTU_7402	d:Fungi						
OTU_7403	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	
OTU_7404	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae		
OTU_7383	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Pachyphloeus	s:Pachyphloeus_sp_21_RH_2012
OTU_7407	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7393	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_7406	d:Fungi	p:Ascomycota					
OTU_7409	d:Fungi						
OTU_7405	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_7410	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae	g:Antrodia	s:Antrodia_albida
OTU_7412	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Auriscalpiaceae	g:Lentinellus	s:Lentinellus_ursinus
OTU_7414	d:Fungi						
OTU_7415	d:Fungi						
OTU_7416	d:Fungi						
OTU_7417	d:Fungi						
OTU_7420	d:Fungi						
OTU_7418	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Agrocybe	
OTU_7419	d:Fungi	p:Ascomycota					
OTU_7408	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales			
OTU_7421	d:Fungi						
OTU_7398	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiales	f:Exobasidiaceae	g:Exobasidium	
OTU_7413	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_7411	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Fusarium	s:Fusarium_brachygibbosum
OTU_7423	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7422	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales			
OTU_7428	d:Fungi						
OTU_7427	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7430	d:Fungi						
OTU_7425	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_7424	d:Fungi						
OTU_7433	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Tomentella_atramentaria
OTU_7432	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hapalopilaceae	g:Leptoporus	s:Leptoporus_mollis
OTU_7431	d:Fungi						
OTU_7435	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales			
OTU_7436	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	s:Agaricus_moelleri
OTU_7437	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae		
OTU_7440	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7434	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_7438	d:Fungi						
OTU_7442	d:Fungi						
OTU_7439	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Venturiaceae	g:Venturia	
OTU_7444	d:Fungi						
OTU_7446	d:Fungi						
OTU_7448	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Tilletiales	f:Tilletiaceae	g:Tilletia	
OTU_7443	d:Fungi	p:Ascomycota					
OTU_7447	d:Fungi	p:Ascomycota					
OTU_7441	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae		
OTU_7453	d:Fungi						
OTU_7451	d:Fungi						
OTU_7454	d:Fungi						
OTU_7449	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_7445	d:Fungi	p:Ascomycota					
OTU_7456	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pluteaceae	g:Pluteus	s:Pluteus_nanus
OTU_7457	d:Fungi						
OTU_7452	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Bionectriaceae	g:Bionectria	s:Bionectria_ochroleuca
OTU_7450	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_Incertae_sedis	g:Candida	s:Candida_catenulata
OTU_7429	d:Fungi	p:Ascomycota					
OTU_7458	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7460	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales			
OTU_7462	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis		
OTU_7463	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Leptodontidium	
OTU_7459	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_7461	d:Fungi						
OTU_7455	d:Fungi	p:Ascomycota					
OTU_7466	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae		
OTU_7467	d:Fungi						
OTU_7469	d:Fungi						
OTU_7464	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Cephalothecaceae	g:Phialemonium	s:Phialemonium_dimorphosporum
OTU_7470	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7465	d:Fungi						
OTU_7472	d:Fungi						
OTU_7473	d:Fungi	p:Ascomycota					
OTU_7468	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales			
OTU_7477	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Neosetophoma	s:Neosetophoma_samarorum
OTU_7478	d:Fungi						
OTU_7476	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_7471	d:Fungi						
OTU_7474	d:Fungi						
OTU_7479	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	
OTU_7475	d:Fungi						
OTU_7426	d:Fungi	p:Basidiomycota					
OTU_7481	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_7482	d:Fungi						
OTU_7486	d:Fungi						
OTU_7484	d:Fungi						
OTU_7487	d:Fungi						
OTU_7488	d:Fungi	p:Basidiomycota					
OTU_7485	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7490	d:Fungi						
OTU_7480	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae		
OTU_7493	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7492	d:Fungi	p:Ascomycota					
OTU_7495	d:Fungi						
OTU_7491	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Cochliobolus	s:Cochliobolus_cynodontis
OTU_7489	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_7498	d:Fungi						
OTU_7497	d:Fungi						
OTU_7499	d:Fungi						
OTU_7496	d:Fungi	p:Ascomycota					
OTU_7494	d:Fungi	p:Ascomycota					
OTU_7500	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_7505	d:Fungi						
OTU_7506	d:Fungi						
OTU_7483	d:Fungi						
OTU_7501	d:Fungi						
OTU_7508	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	s:Phaeosphaeria_herpotrichoides
OTU_7504	d:Fungi						
OTU_7509	d:Fungi						
OTU_7511	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	s:Alternaria_metachromatica
OTU_7512	d:Fungi						
OTU_7513	d:Fungi						
OTU_7510	d:Fungi						
OTU_7507	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_7514	d:Fungi						
OTU_7502	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Mycocaliciales	f:Mycocaliciaceae	g:Mycocalicium	s:Mycocalicium_victoriae
OTU_7515	d:Fungi						
OTU_7517	d:Fungi						
OTU_7520	d:Fungi						
OTU_7516	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Grammothele	s:Grammothele_lineata
OTU_7522	d:Fungi						
OTU_7523	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Stropharia	s:Stropharia_rugosoannulata
OTU_7524	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Hypoxylon	
OTU_7519	d:Fungi	p:Ascomycota					
OTU_7528	d:Fungi	p:Ascomycota					
OTU_7526	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_buffonii
OTU_7525	d:Fungi	p:Ascomycota					
OTU_7530	d:Fungi						
OTU_7527	d:Fungi						
OTU_7529	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Geastrales	f:Geastraceae	g:Geastrum	s:Geastrum_triplex
OTU_7531	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Parasola	s:Parasola_auricoma
OTU_7521	d:Fungi	p:Ascomycota					
OTU_7533	d:Fungi						
OTU_7503	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_7535	d:Fungi	p:Ascomycota					
OTU_7537	d:Fungi						
OTU_7538	d:Fungi						
OTU_7539	d:Fungi						
OTU_7532	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideomycetes_Incertae_sedis	f:Myxotrichaceae	g:Oidiodendron	
OTU_7518	d:Fungi						
OTU_7534	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae		
OTU_7540	d:Fungi						
OTU_7536	d:Fungi	p:Ascomycota					
OTU_7543	d:Fungi						
OTU_7546	d:Fungi						
OTU_7547	d:Fungi						
OTU_7544	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	s:Phaeosphaeria_sp_1_MM_2012
OTU_7549	d:Fungi	p:Basidiomycota	c:Pucciniomycetes	o:Pucciniales	f:Coleosporiaceae	g:Chrysomyxa	
OTU_7542	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis		
OTU_7553	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7548	d:Fungi						
OTU_7552	d:Fungi						
OTU_7554	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Marasmiaceae		
OTU_7545	d:Fungi						
OTU_7555	d:Fungi						
OTU_7558	d:Fungi						
OTU_7557	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7560	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_7551	d:Fungi	p:Ascomycota					
OTU_7556	d:Fungi	p:Basidiomycota					
OTU_7562	d:Fungi						
OTU_7550	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_7559	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae		
OTU_7563	d:Fungi	p:Ascomycota					
OTU_7565	d:Fungi						
OTU_7561	d:Fungi						
